activity_id,employee_id,date,activity_name,wellness_dimension,participation_status,effort_level,individual_score,streak_days,wellness_engagement_score,burnout_risk,reward_points,reward_earned
ACT007148,EMP104,25-04-2025,Mindfulness Session,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT007149,EMP105,25-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT007150,EMP106,25-04-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,0,0,100,0,None
ACT007151,EMP111,25-04-2025,Guided Meditation,Mental,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT007152,EMP112,25-04-2025,Mindfulness Session,Mental,Completed,Medium,26,18,69.4,30.6,62,Trip Ticket / Cash Prize
ACT007153,EMP113,25-04-2025,Hydration Tracking,Physical,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT007154,EMP118,25-04-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,14,62.6,37.4,47.5,Gym Membership
ACT007155,EMP125,25-04-2025,Reflection Journaling,Mental,Completed,High,32,16,68.8,31.2,64,Trip Ticket / Cash Prize
ACT007156,EMP128,25-04-2025,Mindfulness Session,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT007157,EMP136,25-04-2025,Creative Wellness Workshop,Creative,Completed,High,16,14,61.6,38.4,44,Gym Membership
ACT007158,EMP137,25-04-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT007159,EMP145,25-04-2025,Walking Break,Physical,Skipped,Low,0,18,21.6,78.4,36,Extra Leave Day
ACT007160,EMP146,25-04-2025,Guided Meditation,Mental,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT007161,EMP147,25-04-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,9,54.7,45.3,31,Extra Leave Day
ACT007162,EMP153,25-04-2025,Hydration Tracking,Physical,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT007163,EMP161,25-04-2025,Reflection Journaling,Mental,Skipped,High,0,20,24,76,40,Extra Leave Day
ACT007164,EMP165,25-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT007165,EMP166,25-04-2025,Gratitude Practice,Emotional,Skipped,High,0,11,13.2,86.8,22,Wellness Kit
ACT007166,EMP171,25-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,17,63.4,36.6,44,Gym Membership
ACT007167,EMP179,25-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT007168,EMP182,25-04-2025,Mindfulness Session,Mental,Skipped,Medium,0,12,14.4,85.6,24,Wellness Kit
ACT007169,EMP184,25-04-2025,Reflection Journaling,Mental,Skipped,Low,0,13,15.6,84.4,26,Wellness Kit
ACT007170,EMP195,25-04-2025,Hydration Tracking,Physical,Completed,Low,20,15,64,36,50,Gym Membership
ACT007171,EMP200,25-04-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,1,47.1,52.9,21.5,Wellness Kit
ACT007172,EMP202,25-04-2025,Walking Break,Physical,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT007173,EMP206,25-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT007174,EMP226,25-04-2025,Reflection Journaling,Mental,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT007175,EMP234,25-04-2025,Gratitude Practice,Emotional,Completed,High,24,3,50.8,49.2,30,Wellness Kit
ACT007176,EMP235,25-04-2025,Ergonomic Stretch Break,Physical,Completed,High,32,18,71.2,28.8,68,Trip Ticket / Cash Prize
ACT007177,EMP238,25-04-2025,Walking Break,Physical,Skipped,Medium,0,15,18,82,30,Wellness Kit
ACT007178,EMP239,25-04-2025,Reflection Journaling,Mental,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT007179,EMP240,25-04-2025,Hydration Tracking,Physical,Skipped,Low,0,6,7.2,92.8,12,Gift Voucher
ACT007180,EMP241,25-04-2025,Guided Meditation,Mental,Skipped,Medium,0,0,0,100,0,None
ACT007181,EMP248,25-04-2025,Hydration Tracking,Physical,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT007182,EMP249,25-04-2025,Hydration Tracking,Physical,Completed,Low,20,5,52,48,30,Wellness Kit
ACT007183,EMP006,26-04-2025,Hydration Tracking,Physical,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT007184,EMP007,26-04-2025,Reflection Journaling,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT007185,EMP010,26-04-2025,Reflection Journaling,Mental,Skipped,Medium,0,15,18,82,30,Wellness Kit
ACT007186,EMP022,26-04-2025,Reflection Journaling,Mental,Skipped,High,0,0,0,100,0,None
ACT007187,EMP044,26-04-2025,Breathing Break,Mental,Skipped,High,0,25,30,70,50,Gym Membership
ACT007188,EMP053,26-04-2025,Hydration Tracking,Physical,Completed,Medium,26,2,50.2,49.8,30,Wellness Kit
ACT007189,EMP055,26-04-2025,Breathing Break,Mental,Skipped,Medium,0,2,2.4,97.6,4,Gift Voucher
ACT007190,EMP056,26-04-2025,Ergonomic Stretch Break,Physical,Completed,High,32,14,66.4,33.6,60,Trip Ticket / Cash Prize
ACT007191,EMP057,26-04-2025,Guided Meditation,Mental,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT007192,EMP059,26-04-2025,Reflection Journaling,Mental,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT007193,EMP067,26-04-2025,Reflection Journaling,Mental,Completed,Medium,26,17,68.2,31.8,60,Trip Ticket / Cash Prize
ACT007194,EMP069,26-04-2025,Guided Meditation,Mental,Skipped,Medium,0,12,14.4,85.6,24,Wellness Kit
ACT007195,EMP071,26-04-2025,Mindfulness Session,Mental,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT007196,EMP080,26-04-2025,Breathing Break,Mental,Skipped,Low,0,10,12,88,20,Gift Voucher
ACT007197,EMP085,26-04-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,16,65,35,51.5,Trip Ticket / Cash Prize
ACT007198,EMP085,26-04-2025,Breathing Break,Mental,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT007199,EMP090,26-04-2025,Breathing Break,Mental,Completed,Low,20,15,64,36,50,Gym Membership
ACT007200,EMP091,26-04-2025,Creative Wellness Workshop,Creative,Completed,High,16,5,50.8,49.2,26,Wellness Kit
ACT007201,EMP094,26-04-2025,Breathing Break,Mental,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT007202,EMP099,26-04-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,6,7.2,92.8,12,Gift Voucher
ACT007203,EMP104,26-04-2025,Mindfulness Session,Mental,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT007204,EMP117,26-04-2025,Mindfulness Session,Mental,Completed,High,32,1,50.8,49.2,34,Extra Leave Day
ACT007205,EMP118,26-04-2025,Ergonomic Stretch Break,Physical,Completed,High,32,18,71.2,28.8,68,Trip Ticket / Cash Prize
ACT007206,EMP121,26-04-2025,Gratitude Practice,Emotional,Completed,High,24,13,62.8,37.2,50,Gym Membership
ACT007207,EMP126,26-04-2025,Gratitude Practice,Emotional,Completed,Low,15,4,49.3,50.7,23,Wellness Kit
ACT007208,EMP140,26-04-2025,Walking Break,Physical,Completed,High,32,3,53.2,46.8,38,Extra Leave Day
ACT007209,EMP150,26-04-2025,Walking Break,Physical,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT007210,EMP154,26-04-2025,Mindfulness Session,Mental,Skipped,Low,0,24,28.8,71.2,48,Gym Membership
ACT007211,EMP155,26-04-2025,Reflection Journaling,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT007212,EMP156,26-04-2025,Mindfulness Session,Mental,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT007213,EMP157,26-04-2025,Mindfulness Session,Mental,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT007214,EMP158,26-04-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT007215,EMP163,26-04-2025,Reflection Journaling,Mental,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT007216,EMP164,26-04-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,25,75.8,24.2,69.5,Trip Ticket / Cash Prize
ACT007217,EMP172,26-04-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,6,7.2,92.8,12,Gift Voucher
ACT007218,EMP187,26-04-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,2,2.4,97.6,4,Gift Voucher
ACT007219,EMP201,26-04-2025,Walking Break,Physical,Completed,Medium,26,18,69.4,30.6,62,Trip Ticket / Cash Prize
ACT007220,EMP202,26-04-2025,Guided Meditation,Mental,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT007221,EMP208,26-04-2025,Ergonomic Stretch Break,Physical,Completed,High,32,9,60.4,39.6,50,Gym Membership
ACT007222,EMP210,26-04-2025,Gratitude Practice,Emotional,Completed,High,24,3,50.8,49.2,30,Wellness Kit
ACT007223,EMP217,26-04-2025,Walking Break,Physical,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT007224,EMP218,26-04-2025,Walking Break,Physical,Completed,High,32,22,76,24,76,Trip Ticket / Cash Prize
ACT007225,EMP219,26-04-2025,Reflection Journaling,Mental,Completed,Low,20,0,46,54,20,Gift Voucher
ACT007226,EMP220,26-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT007227,EMP228,26-04-2025,Mindfulness Session,Mental,Skipped,Medium,0,3,3.6,96.4,6,Gift Voucher
ACT007228,EMP235,26-04-2025,Gratitude Practice,Emotional,Completed,Low,15,9,55.3,44.7,33,Extra Leave Day
ACT007229,EMP237,26-04-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,17,20.4,79.6,34,Extra Leave Day
ACT007230,EMP001,27-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,18,66.1,33.9,51,Trip Ticket / Cash Prize
ACT007231,EMP005,27-04-2025,Mindfulness Session,Mental,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT007232,EMP009,27-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,22,70.9,29.1,59,Trip Ticket / Cash Prize
ACT007233,EMP015,27-04-2025,Gratitude Practice,Emotional,Skipped,Medium,0,21,25.2,74.8,42,Gym Membership
ACT007234,EMP018,27-04-2025,Gratitude Practice,Emotional,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT007235,EMP020,27-04-2025,Walking Break,Physical,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT007236,EMP025,27-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,4,49.3,50.7,23,Wellness Kit
ACT007237,EMP030,27-04-2025,Mindfulness Session,Mental,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT007238,EMP031,27-04-2025,Hydration Tracking,Physical,Completed,High,32,8,59.2,40.8,48,Gym Membership
ACT007239,EMP032,27-04-2025,Reflection Journaling,Mental,Skipped,High,0,15,18,82,30,Wellness Kit
ACT007240,EMP034,27-04-2025,Reflection Journaling,Mental,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT007241,EMP039,27-04-2025,Guided Meditation,Mental,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT007242,EMP051,27-04-2025,Walking Break,Physical,Completed,Low,20,19,68.8,31.2,58,Trip Ticket / Cash Prize
ACT007243,EMP056,27-04-2025,Guided Meditation,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT007244,EMP058,27-04-2025,Gratitude Practice,Emotional,Completed,Low,15,18,66.1,33.9,51,Trip Ticket / Cash Prize
ACT007245,EMP063,27-04-2025,Breathing Break,Mental,Skipped,High,0,2,2.4,97.6,4,Gift Voucher
ACT007246,EMP066,27-04-2025,Guided Meditation,Mental,Completed,High,32,17,70,30,66,Trip Ticket / Cash Prize
ACT007247,EMP068,27-04-2025,Guided Meditation,Mental,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT007248,EMP071,27-04-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,21,69.1,30.9,55,Trip Ticket / Cash Prize
ACT007249,EMP073,27-04-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,0,0,100,0,None
ACT007250,EMP076,27-04-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,22,70.3,29.7,57,Trip Ticket / Cash Prize
ACT007251,EMP078,27-04-2025,Breathing Break,Mental,Completed,High,32,20,73.6,26.4,72,Trip Ticket / Cash Prize
ACT007252,EMP079,27-04-2025,Guided Meditation,Mental,Skipped,High,0,11,13.2,86.8,22,Wellness Kit
ACT007253,EMP080,27-04-2025,Guided Meditation,Mental,Completed,Low,20,19,68.8,31.2,58,Trip Ticket / Cash Prize
ACT007254,EMP097,27-04-2025,Walking Break,Physical,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT007255,EMP098,27-04-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,1,47.1,52.9,21.5,Wellness Kit
ACT007256,EMP102,27-04-2025,Gratitude Practice,Emotional,Completed,High,24,5,53.2,46.8,34,Extra Leave Day
ACT007257,EMP110,27-04-2025,Walking Break,Physical,Completed,Medium,26,13,63.4,36.6,52,Trip Ticket / Cash Prize
ACT007258,EMP119,27-04-2025,Gratitude Practice,Emotional,Skipped,Low,0,16,19.2,80.8,32,Extra Leave Day
ACT007259,EMP120,27-04-2025,Breathing Break,Mental,Completed,High,32,2,52,48,36,Extra Leave Day
ACT007260,EMP124,27-04-2025,Reflection Journaling,Mental,Completed,High,32,0,49.6,50.4,32,Extra Leave Day
ACT007261,EMP125,27-04-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,9,54.7,45.3,31,Extra Leave Day
ACT007262,EMP125,27-04-2025,Reflection Journaling,Mental,Skipped,Low,0,9,10.8,89.2,18,Gift Voucher
ACT007263,EMP127,27-04-2025,Mindfulness Session,Mental,Completed,Medium,26,18,69.4,30.6,62,Trip Ticket / Cash Prize
ACT007264,EMP129,27-04-2025,Gratitude Practice,Emotional,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT007265,EMP130,27-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,4,49.3,50.7,23,Wellness Kit
ACT007266,EMP132,27-04-2025,Gratitude Practice,Emotional,Completed,Low,15,15,62.5,37.5,45,Gym Membership
ACT007267,EMP138,27-04-2025,Gratitude Practice,Emotional,Completed,Low,15,1,45.7,54.3,17,Gift Voucher
ACT007268,EMP142,27-04-2025,Walking Break,Physical,Completed,High,32,21,74.8,25.2,74,Trip Ticket / Cash Prize
ACT007269,EMP147,27-04-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,18,67.4,32.6,55.5,Trip Ticket / Cash Prize
ACT007270,EMP149,27-04-2025,Reflection Journaling,Mental,Skipped,Low,0,16,19.2,80.8,32,Extra Leave Day
ACT007271,EMP159,27-04-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,0,0,100,0,None
ACT007272,EMP170,27-04-2025,Hydration Tracking,Physical,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT007273,EMP175,27-04-2025,Mindfulness Session,Mental,Skipped,Low,0,6,7.2,92.8,12,Gift Voucher
ACT007274,EMP182,27-04-2025,Reflection Journaling,Mental,Skipped,Low,0,9,10.8,89.2,18,Gift Voucher
ACT007275,EMP189,27-04-2025,Breathing Break,Mental,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT007276,EMP197,27-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,1,44.2,55.8,12,Gift Voucher
ACT007277,EMP201,27-04-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,16,65,35,51.5,Trip Ticket / Cash Prize
ACT007278,EMP204,27-04-2025,Breathing Break,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT007279,EMP209,27-04-2025,Hydration Tracking,Physical,Skipped,Medium,0,17,20.4,79.6,34,Extra Leave Day
ACT007280,EMP212,27-04-2025,Reflection Journaling,Mental,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT007281,EMP212,27-04-2025,Guided Meditation,Mental,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT007282,EMP219,27-04-2025,Gratitude Practice,Emotional,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT007283,EMP223,27-04-2025,Reflection Journaling,Mental,Skipped,High,0,21,25.2,74.8,42,Gym Membership
ACT007284,EMP229,27-04-2025,Reflection Journaling,Mental,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT007285,EMP233,27-04-2025,Mindfulness Session,Mental,Completed,Low,20,24,74.8,25.2,68,Trip Ticket / Cash Prize
ACT007286,EMP239,27-04-2025,Guided Meditation,Mental,Completed,High,32,13,65.2,34.8,58,Trip Ticket / Cash Prize
ACT007287,EMP242,27-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,14,59.8,40.2,38,Extra Leave Day
ACT007288,EMP244,27-04-2025,Walking Break,Physical,Skipped,Low,0,9,10.8,89.2,18,Gift Voucher
ACT007289,EMP245,27-04-2025,Walking Break,Physical,Completed,Medium,26,8,57.4,42.6,42,Gym Membership
ACT007290,EMP008,28-04-2025,Guided Meditation,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT007291,EMP008,28-04-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,9,10.8,89.2,18,Gift Voucher
ACT007292,EMP009,28-04-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT007293,EMP011,28-04-2025,Guided Meditation,Mental,Completed,High,32,22,76,24,76,Trip Ticket / Cash Prize
ACT007294,EMP015,28-04-2025,Walking Break,Physical,Completed,Low,20,24,74.8,25.2,68,Trip Ticket / Cash Prize
ACT007295,EMP016,28-04-2025,Gratitude Practice,Emotional,Completed,Low,15,19,67.3,32.7,53,Trip Ticket / Cash Prize
ACT007296,EMP017,28-04-2025,Reflection Journaling,Mental,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT007297,EMP028,28-04-2025,Breathing Break,Mental,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT007298,EMP033,28-04-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,9,10.8,89.2,18,Gift Voucher
ACT007299,EMP043,28-04-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,23,27.6,72.4,46,Gym Membership
ACT007300,EMP044,28-04-2025,Hydration Tracking,Physical,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT007301,EMP049,28-04-2025,Hydration Tracking,Physical,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT007302,EMP054,28-04-2025,Reflection Journaling,Mental,Completed,Low,20,0,46,54,20,Gift Voucher
ACT007303,EMP060,28-04-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT007304,EMP067,28-04-2025,Reflection Journaling,Mental,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT007305,EMP072,28-04-2025,Mindfulness Session,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT007306,EMP075,28-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,20,67,33,50,Gym Membership
ACT007307,EMP077,28-04-2025,Hydration Tracking,Physical,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT007308,EMP087,28-04-2025,Breathing Break,Mental,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT007309,EMP088,28-04-2025,Mindfulness Session,Mental,Completed,High,32,11,62.8,37.2,54,Trip Ticket / Cash Prize
ACT007310,EMP100,28-04-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,21,71.2,28.8,62,Trip Ticket / Cash Prize
ACT007311,EMP101,28-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,18,69.4,30.6,62,Trip Ticket / Cash Prize
ACT007312,EMP103,28-04-2025,Guided Meditation,Mental,Skipped,Medium,0,11,13.2,86.8,22,Wellness Kit
ACT007313,EMP104,28-04-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT007314,EMP106,28-04-2025,Mindfulness Session,Mental,Skipped,Low,0,13,15.6,84.4,26,Wellness Kit
ACT007315,EMP118,28-04-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,25,30,70,50,Gym Membership
ACT007316,EMP136,28-04-2025,Walking Break,Physical,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT007317,EMP141,28-04-2025,Walking Break,Physical,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT007318,EMP148,28-04-2025,Breathing Break,Mental,Skipped,High,0,3,3.6,96.4,6,Gift Voucher
ACT007319,EMP150,28-04-2025,Breathing Break,Mental,Skipped,Medium,0,21,25.2,74.8,42,Gym Membership
ACT007320,EMP151,28-04-2025,Hydration Tracking,Physical,Skipped,Medium,0,15,18,82,30,Wellness Kit
ACT007321,EMP151,28-04-2025,Reflection Journaling,Mental,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT007322,EMP152,28-04-2025,Walking Break,Physical,Skipped,Low,0,5,6,94,10,Gift Voucher
ACT007323,EMP155,28-04-2025,Walking Break,Physical,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT007324,EMP160,28-04-2025,Mindfulness Session,Mental,Skipped,Low,0,13,15.6,84.4,26,Wellness Kit
ACT007325,EMP163,28-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,18,64.6,35.4,46,Gym Membership
ACT007326,EMP183,28-04-2025,Breathing Break,Mental,Skipped,High,0,12,14.4,85.6,24,Wellness Kit
ACT007327,EMP185,28-04-2025,Mindfulness Session,Mental,Completed,Medium,26,8,57.4,42.6,42,Gym Membership
ACT007328,EMP187,28-04-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,11,57.1,42.9,35,Extra Leave Day
ACT007329,EMP189,28-04-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,21,25.2,74.8,42,Gym Membership
ACT007330,EMP191,28-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,12,57.4,42.6,34,Extra Leave Day
ACT007331,EMP193,28-04-2025,Gratitude Practice,Emotional,Completed,Low,15,17,64.9,35.1,49,Gym Membership
ACT007332,EMP210,28-04-2025,Guided Meditation,Mental,Completed,High,32,19,72.4,27.6,70,Trip Ticket / Cash Prize
ACT007333,EMP211,28-04-2025,Breathing Break,Mental,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT007334,EMP214,28-04-2025,Walking Break,Physical,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT007335,EMP221,28-04-2025,Breathing Break,Mental,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT007336,EMP226,28-04-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,15,18,82,30,Wellness Kit
ACT007337,EMP230,28-04-2025,Walking Break,Physical,Completed,High,32,16,68.8,31.2,64,Trip Ticket / Cash Prize
ACT007338,EMP232,28-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,24,76.6,23.4,74,Trip Ticket / Cash Prize
ACT007339,EMP236,28-04-2025,Reflection Journaling,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT007340,EMP243,28-04-2025,Mindfulness Session,Mental,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT007341,EMP001,29-04-2025,Creative Wellness Workshop,Creative,Completed,Low,10,7,51.4,48.6,24,Wellness Kit
ACT007342,EMP003,29-04-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,21,71,29,61.5,Trip Ticket / Cash Prize
ACT007343,EMP004,29-04-2025,Breathing Break,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT007344,EMP005,29-04-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,22,72.2,27.8,63.5,Trip Ticket / Cash Prize
ACT007345,EMP010,29-04-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,3,49.5,50.5,25.5,Wellness Kit
ACT007346,EMP019,29-04-2025,Screen-Free Break,Work-Life,Skipped,Low,0,23,27.6,72.4,46,Gym Membership
ACT007347,EMP020,29-04-2025,Hydration Tracking,Physical,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT007348,EMP026,29-04-2025,Breathing Break,Mental,Skipped,Low,0,21,25.2,74.8,42,Gym Membership
ACT007349,EMP027,29-04-2025,Screen-Free Break,Work-Life,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT007350,EMP032,29-04-2025,Gratitude Practice,Emotional,Completed,Low,15,15,62.5,37.5,45,Gym Membership
ACT007351,EMP033,29-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,23,72.1,27.9,61,Trip Ticket / Cash Prize
ACT007352,EMP034,29-04-2025,Reflection Journaling,Mental,Completed,High,32,12,64,36,56,Trip Ticket / Cash Prize
ACT007353,EMP034,29-04-2025,Gratitude Practice,Emotional,Completed,High,24,8,56.8,43.2,40,Extra Leave Day
ACT007354,EMP045,29-04-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT007355,EMP050,29-04-2025,Ergonomic Stretch Break,Physical,Completed,High,32,20,73.6,26.4,72,Trip Ticket / Cash Prize
ACT007356,EMP056,29-04-2025,Screen-Free Break,Work-Life,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT007357,EMP059,29-04-2025,Hydration Tracking,Physical,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT007358,EMP075,29-04-2025,Walking Break,Physical,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT007359,EMP078,29-04-2025,Mindfulness Session,Mental,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT007360,EMP082,29-04-2025,Reflection Journaling,Mental,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT007361,EMP086,29-04-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT007362,EMP089,29-04-2025,Reflection Journaling,Mental,Completed,High,32,19,72.4,27.6,70,Trip Ticket / Cash Prize
ACT007363,EMP090,29-04-2025,Guided Meditation,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT007364,EMP095,29-04-2025,Screen-Free Break,Work-Life,Completed,Low,15,11,57.7,42.3,37,Extra Leave Day
ACT007365,EMP102,29-04-2025,Hydration Tracking,Physical,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT007366,EMP110,29-04-2025,Breathing Break,Mental,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT007367,EMP111,29-04-2025,Reflection Journaling,Mental,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT007368,EMP117,29-04-2025,Breathing Break,Mental,Skipped,Low,0,18,21.6,78.4,36,Extra Leave Day
ACT007369,EMP134,29-04-2025,Breathing Break,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT007370,EMP135,29-04-2025,Guided Meditation,Mental,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT007371,EMP142,29-04-2025,Breathing Break,Mental,Skipped,Low,0,20,24,76,40,Extra Leave Day
